Sucursal,Producto,Año,Mes,Unidades_vendidas,Ingreso_total,Costo_total
Sucursal Sur,7 Up,2022,3,2425,3611748.25,2347390.19
Sucursal Sur,Pepsi,2022,3,7445,18077693.56,11762672.3
Sucursal Norte,Coca Cola,2022,4,12484,40588829.65,27587038.38
Sucursal Norte,Fanta,2022,4,1399,1758298.73,1195801.94
Sucursal Norte,Sprite,2022,4,6029,12914092.32,8003691.0
Sucursal Norte,7 Up,2022,4,2138,3425499.06,2373521.23
Sucursal Norte,Pepsi,2022,4,8443,19337234.17,12712500.11
Sucursal Centro,Coca Cola,2022,4,11625,41338581.85,26817866.73
Sucursal Centro,Fanta,2022,4,1266,1350538.55,942271.53
Sucursal Centro,Sprite,2022,4,6524,15716590.09,10723728.56
Sucursal Centro,7 Up,2022,4,2302,3268110.86,1998771.78
Sucursal Centro,Pepsi,2022,4,8182,18085996.59,11768750.61
Sucursal Sur,Coca Cola,2022,4,11368,37293034.84,25903994.68
Sucursal Sur,Fanta,2022,4,1175,1306296.57,874285.86
Sucursal Sur,Sprite,2022,4,6077,13723364.92,8604765.06
Sucursal Sur,7 Up,2022,4,2100,3355802.04,2303714.89
Sucursal Sur,Pepsi,2022,4,7562,20331979.56,13292351.92
Sucursal Norte,Coca Cola,2022,5,12177,44747172.03,31798152.99
Sucursal Norte,Fanta,2022,5,1277,1499724.7,911764.23
Sucursal Norte,Sprite,2022,5,5975,13757870.58,9592531.59
Sucursal Norte,7 Up,2022,5,2060,3107732.37,2420956.76
Sucursal Norte,Pepsi,2022,5,7369,18044188.09,10989726.18
Sucursal Centro,Coca Cola,2022,5,12522,44828279.96,29610244.19
Sucursal Centro,Fanta,2022,5,1335,1505539.44,1047574.51
Sucursal Centro,Sprite,2022,5,6926,15132032.06,10639476.06
Sucursal Centro,7 Up,2022,5,2424,3920016.86,2745765.71
Sucursal Centro,Pepsi,2022,5,8139,20047607.42,12828208.23
Sucursal Sur,Coca Cola,2022,5,11200,39589372.87,31658325.77
Sucursal Sur,Fanta,2022,5,1241,1304446.01,938180.36
Sucursal Sur,Sprite,2022,5,6908,14830428.53,11018194.3
Sucursal Sur,7 Up,2022,5,2191,3185815.47,2229924.81
Sucursal Sur,Pepsi,2022,5,7574,16770183.09,12170362.77
Sucursal Norte,Coca Cola,2022,6,12094,38339108.26,28431444.45
Sucursal Norte,Fanta,2022,6,1175,1286781.4,882120.32
Sucursal Norte,Sprite,2022,6,6637,15203938.22,9876174.95
Sucursal Norte,7 Up,2022,6,2132,3159086.82,2445236.03
Sucursal Norte,Pepsi,2022,6,7630,18616926.24,12790021.21
Sucursal Centro,Coca Cola,2022,6,11084,38077885.01,25068281.08
Sucursal Centro,Fanta,2022,6,1189,1379343.07,1084117.19
Sucursal Centro,Sprite,2022,6,6957,15824995.2,11378199.76
Sucursal Centro,7 Up,2022,6,2383,3851814.18,2684100.78
Sucursal Centro,Pepsi,2022,6,7803,19227149.74,11936453.86
Sucursal Sur,Coca Cola,2022,6,11206,41553745.7,32529972.59
Sucursal Sur,Fanta,2022,6,1159,1366165.01,1083524.96
Sucursal Sur,Sprite,2022,6,6782,17070042.6,13304340.83
Sucursal Sur,7 Up,2022,6,2121,3144351.25,2355551.8
Sucursal Sur,Pepsi,2022,6,8072,20773985.44,15936138.34
Sucursal Norte,Coca Cola,2022,7,13208,42095130.18,32403507.56
Sucursal Norte,Fanta,2022,7,1174,1471882.83,1030938.02
Sucursal Norte,Sprite,2022,7,6137,13301304.51,9535663.95
Sucursal Norte,7 Up,2022,7,2123,2963479.2,2010354.31
Sucursal Norte,Pepsi,2022,7,8564,22852128.53,14900201.02
Sucursal Centro,Coca Cola,2022,7,11224,37912845.79,27593304.48
Sucursal Centro,Fanta,2022,7,1377,1595874.59,1084795.07
Sucursal Centro,Sprite,2022,7,6334,14796513.06,8992291.79
Sucursal Centro,7 Up,2022,7,2440,3663955.98,2251297.73
Sucursal Centro,Pepsi,2022,7,7900,17739385.21,11149554.76
Sucursal Sur,Coca Cola,2022,7,11429,38436808.68,23614110.92
Sucursal Sur,Fanta,2022,7,1385,1514632.7,978977.41
Sucursal Sur,Sprite,2022,7,7039,17723451.68,13792153.21
Sucursal Sur,7 Up,2022,7,2444,3611487.83,2633780.57
Sucursal Sur,Pepsi,2022,7,7421,18042896.97,10902701.96
Sucursal Norte,Coca Cola,2022,8,11340,37200957.71,24611202.82
Sucursal Norte,Fanta,2022,8,1290,1565649.07,1144495.46
Sucursal Norte,Sprite,2022,8,6384,13539836.27,9285814.74
Sucursal Norte,7 Up,2022,8,2233,3385150.91,2597034.6
Sucursal Norte,Pepsi,2022,8,8615,19023781.38,14941299.78
Sucursal Centro,Coca Cola,2022,8,11265,40057176.33,30751064.44
Sucursal Centro,Fanta,2022,8,1380,1607126.92,998220.38
Sucursal Centro,Sprite,2022,8,6865,16564769.7,12905202.11
Sucursal Centro,7 Up,2022,8,2121,3243981.52,2136580.19
Sucursal Centro,Pepsi,2022,8,7644,19264927.11,14147862.81
Sucursal Sur,Coca Cola,2022,8,11991,41315457.13,31686331.5
Sucursal Sur,Fanta,2022,8,1237,1309518.98,1015660.1
Sucursal Sur,Sprite,2022,8,6332,14526315.96,8968057.2
Sucursal Sur,7 Up,2022,8,2097,3124765.6,1899479.32
Sucursal Sur,Pepsi,2022,8,7407,18488329.53,11100069.65
Sucursal Norte,Coca Cola,2022,9,11137,39593919.68,29218216.43
Sucursal Norte,Fanta,2022,9,1152,1292853.0,817210.89
Sucursal Norte,Sprite,2022,9,6456,14579369.22,9395344.03
Sucursal Norte,7 Up,2022,9,2264,3677597.11,2920709.79
Sucursal Norte,Pepsi,2022,9,7262,18490454.84,13809051.47
Sucursal Centro,Coca Cola,2022,9,12040,37571074.19,27831355.86
Sucursal Centro,Fanta,2022,9,1270,1437917.44,1106047.49
Sucursal Centro,Sprite,2022,9,6906,16702354.93,12003172.2
Sucursal Centro,7 Up,2022,9,2253,3599823.61,2408504.24
Sucursal Centro,Pepsi,2022,9,7412,17337873.34,11428049.29
Sucursal Sur,Coca Cola,2022,9,12532,42288522.55,25772789.77
Sucursal Sur,Fanta,2022,9,1378,1572161.24,1017280.27
Sucursal Sur,Sprite,2022,9,6044,13208039.89,8355853.53
Sucursal Sur,7 Up,2022,9,2164,3207412.45,2307995.87
Sucursal Sur,Pepsi,2022,9,7512,17217221.81,12720743.62
Sucursal Norte,Coca Cola,2022,10,12062,39162267.6,27217208.75
Sucursal Norte,Fanta,2022,10,1341,1466896.02,969441.92
Sucursal Norte,Sprite,2022,10,6589,15939007.3,10838619.46
Sucursal Norte,7 Up,2022,10,2410,3818863.32,2327640.51
Sucursal Norte,Pepsi,2022,10,8674,19725882.76,12539665.92
Sucursal Centro,Coca Cola,2022,10,12157,40871329.77,28717889.87
Sucursal Centro,Fanta,2022,10,1360,1427299.52,952921.27
Sucursal Centro,Sprite,2022,10,6002,14946842.01,11023684.04
Sucursal Centro,7 Up,2022,10,2278,3645203.68,2232534.82
Sucursal Centro,Pepsi,2022,10,8406,21340357.82,14652211.38
Sucursal Sur,Coca Cola,2022,10,12768,44789146.92,34081259.04
Sucursal Sur,Fanta,2022,10,1199,1279734.99,999595.92
Sucursal Sur,Sprite,2022,10,6471,15538244.73,9789281.58
Sucursal Sur,7 Up,2022,10,2400,3881774.76,2535299.8
Sucursal Sur,Pepsi,2022,10,7478,18956784.86,14139520.06
Sucursal Norte,Coca Cola,2022,11,12573,39880920.34,27676668.77
Sucursal Norte,Fanta,2022,11,1227,1284731.71,1013927.63
Sucursal Norte,Sprite,2022,11,5989,12418662.66,8563096.06
Sucursal Norte,7 Up,2022,11,2258,3333886.27,2366535.85
Sucursal Norte,Pepsi,2022,11,8006,19726178.38,12020021.78
Sucursal Centro,Coca Cola,2022,11,12723,46455039.96,29069965.5
Sucursal Centro,Fanta,2022,11,1341,1629433.4,1149592.2
Sucursal Centro,Sprite,2022,11,5999,12795291.67,10026984.09
Sucursal Centro,7 Up,2022,11,2073,2866711.01,1827236.01
Sucursal Centro,Pepsi,2022,11,8131,20369957.73,15073256.42
Sucursal Sur,Coca Cola,2022,11,12804,44398476.07,27757711.73
Sucursal Sur,Fanta,2022,11,1191,1331160.04,960436.33
Sucursal Sur,Sprite,2022,11,5994,14251861.97,10017653.95
Sucursal Sur,7 Up,2022,11,2372,3496500.88,2470948.08
Sucursal Sur,Pepsi,2022,11,8593,19480504.06,12816680.0
Sucursal Norte,Coca Cola,2022,12,12925,39388465.69,27432789.12
Sucursal Norte,Fanta,2022,12,1306,1579747.11,1210319.44
Sucursal Norte,Sprite,2022,12,6910,14868426.69,11449505.62
Sucursal Norte,7 Up,2022,12,2059,2912653.12,1917342.51
Sucursal Norte,Pepsi,2022,12,7830,18128211.24,13194203.13
Sucursal Centro,Coca Cola,2022,12,11499,37532105.78,24797146.78
Sucursal Centro,Fanta,2022,12,1370,1550446.47,1057709.78
Sucursal Centro,Sprite,2022,12,5913,14946569.18,10804577.45
Sucursal Centro,7 Up,2022,12,2041,2959454.13,2116721.18
Sucursal Centro,Pepsi,2022,12,7450,18529825.02,14193031.33
Sucursal Sur,Coca Cola,2022,12,12990,40563706.9,25565586.27
Sucursal Sur,Fanta,2022,12,1359,1596219.2,1080206.09
Sucursal Sur,Sprite,2022,12,6655,15861939.11,9835725.79
Sucursal Sur,7 Up,2022,12,2355,3301024.24,2195285.9
Sucursal Sur,Pepsi,2022,12,7868,18030529.97,11518220.58
Sucursal Norte,Coca Cola,2023,1,12950,53859797.16,33880048.51
Sucursal Norte,Fanta,2023,1,963,828947.36,560395.01
Sucursal Norte,Sprite,2023,1,6026,16468698.76,11226886.09
Sucursal Norte,7 Up,2023,1,3542,4990741.74,3019041.12
Sucursal Norte,Pepsi,2023,1,7418,23176154.56,13936295.26
Sucursal Centro,Coca Cola,2023,1,12803,53868514.52,40611590.56
Sucursal Centro,Fanta,2023,1,1100,1085138.58,657481.68
Sucursal Centro,Sprite,2023,1,6111,15836412.27,11454592.72
Sucursal Centro,7 Up,2023,1,3387,4688488.33,3241363.64
Sucursal Centro,Pepsi,2023,1,8046,25579584.22,16685661.11
Sucursal Sur,Coca Cola,2023,1,13801,63497389.74,39072961.64
Sucursal Sur,Fanta,2023,1,1045,961797.51,577769.39
Sucursal Sur,Sprite,2023,1,6090,14005784.39,10427877.18
Sucursal Sur,7 Up,2023,1,3694,5271353.8,3639624.37
Sucursal Sur,Pepsi,2023,1,8474,27264445.83,17672597.75
Sucursal Norte,Coca Cola,2023,2,14145,64845396.04,42294839.07
Sucursal Norte,Fanta,2023,2,1098,1019444.3,668582.71
Sucursal Norte,Sprite,2023,2,6075,16246133.14,11514490.63
Sucursal Norte,7 Up,2023,2,3402,4762269.46,3648044.46
Sucursal Norte,Pepsi,2023,2,8466,24878577.0,15022127.28
Sucursal Centro,Coca Cola,2023,2,12499,52013722.75,31633117.37
Sucursal Centro,Fanta,2023,2,1124,1125594.14,761269.32
Sucursal Centro,Sprite,2023,2,5471,14273065.35,9210530.63
Sucursal Centro,7 Up,2023,2,3592,5062212.05,3240457.28
Sucursal Centro,Pepsi,2023,2,8085,23688292.18,17751226.07
Sucursal Sur,Coca Cola,2023,2,14063,66203418.08,48487784.02
Sucursal Sur,Fanta,2023,2,1008,845944.4,631404.32
Sucursal Sur,Sprite,2023,2,5398,13997102.68,9711177.63
Sucursal Sur,7 Up,2023,2,3515,5556472.29,3767969.57
Sucursal Sur,Pepsi,2023,2,8719,23064093.25,16255421.28
Sucursal Norte,Coca Cola,2023,3,13341,58752927.52,40274089.56
Sucursal Norte,Fanta,2023,3,1062,1035136.06,641172.81
Sucursal Norte,Sprite,2023,3,6032,14616010.38,11259192.12
Sucursal Norte,7 Up,2023,3,3697,5620046.47,3754444.64
Sucursal Norte,Pepsi,2023,3,8099,23925004.42,16378946.33
Sucursal Centro,Coca Cola,2023,3,12985,58676058.86,41808362.96
Sucursal Centro,Fanta,2023,3,1026,1010305.67,784076.02
Sucursal Centro,Sprite,2023,3,5436,13406098.38,9203963.23
Sucursal Centro,7 Up,2023,3,3134,4383375.04,3198626.43
Sucursal Centro,Pepsi,2023,3,8410,26719220.33,17408888.27
Sucursal Sur,Coca Cola,2023,3,12222,48841844.02,31309191.19
Sucursal Sur,Fanta,2023,3,937,865654.86,629044.17
Sucursal Sur,Sprite,2023,3,5375,12496030.62,8422354.12
Sucursal Sur,7 Up,2023,3,3248,5351575.59,3277565.05
Sucursal Sur,Pepsi,2023,3,8298,24459512.59,17721428.21
Sucursal Norte,Coca Cola,2023,4,12093,51300426.44,37087814.95
Sucursal Norte,Fanta,2023,4,1041,954241.13,595620.38
Sucursal Norte,Sprite,2023,4,5342,13796194.94,8723678.86
Sucursal Norte,7 Up,2023,4,3540,5038111.09,3626337.24
Sucursal Norte,Pepsi,2023,4,7722,21198499.26,15838222.59
Sucursal Centro,Coca Cola,2023,4,12185,58285837.47,37137204.17
Sucursal Centro,Fanta,2023,4,1024,877170.63,678077.79
Sucursal Centro,Sprite,2023,4,5396,13478060.96,8682521.16
Sucursal Centro,7 Up,2023,4,3303,4645191.79,3092114.99
Sucursal Centro,Pepsi,2023,4,8380,23968363.89,18454027.37
Sucursal Sur,Coca Cola,2023,4,13489,53845587.39,42332169.08
Sucursal Sur,Fanta,2023,4,1012,887968.06,570982.64
Sucursal Sur,Sprite,2023,4,5882,15210840.15,11668959.57
Sucursal Sur,7 Up,2023,4,3387,4805171.86,3449057.42
Sucursal Sur,Pepsi,2023,4,8138,25239687.89,16723046.17
Sucursal Norte,Coca Cola,2023,5,13473,59922277.68,44126458.96
Sucursal Norte,Fanta,2023,5,1071,939905.27,742992.83
Sucursal Norte,Sprite,2023,5,5694,13350815.0,9386259.03
Sucursal Norte,7 Up,2023,5,3201,4782832.27,3171791.82
Sucursal Norte,Pepsi,2023,5,7846,20863792.86,16648411.38
Sucursal Centro,Coca Cola,2023,5,14450,64313706.86,46395389.1
Sucursal Centro,Fanta,2023,5,1042,1046251.55,762330.21
Sucursal Centro,Sprite,2023,5,6100,14579025.66,9601429.4
Sucursal Centro,7 Up,2023,5,3258,4707595.2,3096211.11
Sucursal Centro,Pepsi,2023,5,8551,23364365.34,18491952.05
Sucursal Sur,Coca Cola,2023,5,13121,61370984.54,37516430.75
Sucursal Sur,Fanta,2023,5,988,920839.17,581142.13
Sucursal Sur,Sprite,2023,5,5721,14359852.45,10472748.43
Sucursal Sur,7 Up,2023,5,3067,4967931.9,3765566.28
Sucursal Sur,Pepsi,2023,5,7326,23585793.38,17714573.23
Sucursal Norte,Coca Cola,2023,6,13832,61051100.72,46513942.69
Sucursal Norte,Fanta,2023,6,1060,961195.2,759370.97
Sucursal Norte,Sprite,2023,6,6257,14781837.57,11361193.92
Sucursal Norte,7 Up,2023,6,3208,4639538.09,2992986.82
Sucursal Norte,Pepsi,2023,6,8164,25298242.29,17466568.92
Sucursal Centro,Coca Cola,2023,6,13853,54849367.79,39774354.7
Sucursal Centro,Fanta,2023,6,961,953535.47,733769.86
Sucursal Centro,Sprite,2023,6,5875,14944669.26,11130321.27
Sucursal Centro,7 Up,2023,6,3698,6021099.22,4343603.05
Sucursal Centro,Pepsi,2023,6,8244,25938695.47,17119380.81
Sucursal Sur,Coca Cola,2023,6,12551,50154107.78,32295677.03
Sucursal Sur,Fanta,2023,6,1070,990713.99,624561.51
Sucursal Sur,Sprite,2023,6,5902,15843564.12,9547435.49
Sucursal Sur,7 Up,2023,6,3521,5433459.48,3386010.65
Sucursal Sur,Pepsi,2023,6,7689,22424398.63,14388085.04
Sucursal Norte,Coca Cola,2023,7,14475,63195496.19,39604747.04
Sucursal Norte,Fanta,2023,7,1012,985652.2,661099.31
Sucursal Norte,Sprite,2023,7,5807,13875708.59,9563299.12
Sucursal Norte,7 Up,2023,7,3340,4747526.76,3567068.34
Sucursal Norte,Pepsi,2023,7,8586,24787483.24,16689421.83
Sucursal Centro,Coca Cola,2023,7,14447,67498929.19,50910218.68
Sucursal Centro,Fanta,2023,7,1012,951756.65,727319.96
Sucursal Centro,Sprite,2023,7,6200,16134228.63,12275692.14
Sucursal Centro,7 Up,2023,7,3406,5449643.59,4049670.98
Sucursal Centro,Pepsi,2023,7,7566,24381694.4,17922567.18
Sucursal Sur,Coca Cola,2023,7,12682,54170057.9,38132831.79
Sucursal Sur,Fanta,2023,7,973,904199.72,589683.9
Sucursal Sur,Sprite,2023,7,5295,13680480.73,10771452.85
Sucursal Sur,7 Up,2023,7,3215,5237457.97,3484074.57
Sucursal Sur,Pepsi,2023,7,7267,21613401.06,16263245.74
Sucursal Norte,Coca Cola,2023,8,13268,61259084.96,41443737.11
Sucursal Norte,Fanta,2023,8,923,785368.31,569168.41
Sucursal Norte,Sprite,2023,8,5769,15668304.62,11824451.13
Sucursal Norte,7 Up,2023,8,3245,4975960.52,3158419.09
Sucursal Norte,Pepsi,2023,8,7236,21908494.01,15619356.95
Sucursal Centro,Coca Cola,2023,8,14195,59515780.52,46637286.85
Sucursal Centro,Fanta,2023,8,999,927193.36,642866.43
Sucursal Centro,Sprite,2023,8,5698,14731451.68,8863854.25
Sucursal Centro,7 Up,2023,8,3116,4466457.94,3311197.98
Sucursal Centro,Pepsi,2023,8,8416,26627003.89,20166428.79
Sucursal Sur,Coca Cola,2023,8,12665,55317671.05,43626023.51
Sucursal Sur,Fanta,2023,8,1114,1000704.89,748272.26
Sucursal Sur,Sprite,2023,8,5717,15668996.27,9947956.7
Sucursal Sur,7 Up,2023,8,3433,5292064.45,3939448.15
Sucursal Sur,Pepsi,2023,8,8527,25524069.64,19670399.64
Sucursal Norte,Coca Cola,2023,9,12499,50540147.83,34568398.03
Sucursal Norte,Fanta,2023,9,991,917874.64,561132.66
Sucursal Norte,Sprite,2023,9,6029,14847260.93,10508095.84
Sucursal Norte,7 Up,2023,9,3579,5731972.52,4063332.65
Sucursal Norte,Pepsi,2023,9,8324,26571435.5,20330257.81
Sucursal Centro,Coca Cola,2023,9,14146,67672175.09,44427431.28
Sucursal Centro,Fanta,2023,9,1100,1056194.98,837034.64
Sucursal Centro,Sprite,2023,9,5740,13520831.81,10780659.55
Sucursal Centro,7 Up,2023,9,3655,5870613.75,4579232.8
Sucursal Centro,Pepsi,2023,9,7266,22400018.78,15056379.32
Sucursal Sur,Coca Cola,2023,9,13729,63800095.75,42271504.26
Sucursal Sur,Fanta,2023,9,975,883342.56,638559.24
Sucursal Sur,Sprite,2023,9,6122,16994438.27,10476873.23
Sucursal Sur,7 Up,2023,9,3478,5057629.0,3366473.58
Sucursal Sur,Pepsi,2023,9,8393,25943415.17,16424889.45
Sucursal Norte,Coca Cola,2023,10,13291,54424587.03,33857965.96
Sucursal Norte,Fanta,2023,10,1078,1086081.52,701076.46
Sucursal Norte,Sprite,2023,10,5508,14500791.88,8833526.0
Sucursal Norte,7 Up,2023,10,3076,4984089.17,3710827.29
Sucursal Norte,Pepsi,2023,10,7767,21089721.85,13199962.97
Sucursal Centro,Coca Cola,2023,10,12448,53092142.27,38091887.66
Sucursal Centro,Fanta,2023,10,938,943220.82,617193.03
Sucursal Centro,Sprite,2023,10,6290,16773089.15,11658332.94
Sucursal Centro,7 Up,2023,10,3296,4821449.22,3283330.15
Sucursal Centro,Pepsi,2023,10,7672,24017547.3,16724829.24
Sucursal Sur,Coca Cola,2023,10,13762,62902201.64,42147718.85
Sucursal Sur,Fanta,2023,10,940,887873.54,608360.76
Sucursal Sur,Sprite,2023,10,5313,14715117.56,11229476.42
Sucursal Sur,7 Up,2023,10,3528,4886367.6,3800755.55
Sucursal Sur,Pepsi,2023,10,8779,28047404.46,17462658.35
Sucursal Norte,Coca Cola,2023,11,14366,60948849.85,44820004.87
Sucursal Norte,Fanta,2023,11,974,851892.04,645780.15
Sucursal Norte,Sprite,2023,11,5443,13928591.78,10322077.71
Sucursal Norte,7 Up,2023,11,3311,4618035.6,3666630.16
Sucursal Norte,Pepsi,2023,11,8178,22042219.44,16297912.74
Sucursal Centro,Coca Cola,2023,11,14158,57590368.65,35360915.25
Sucursal Centro,Fanta,2023,11,937,929631.23,686027.23
Sucursal Centro,Sprite,2023,11,6409,17267042.24,13124263.3
Sucursal Centro,7 Up,2023,11,3347,5242175.92,3774252.35
Sucursal Centro,Pepsi,2023,11,7635,20719620.22,12506296.62
Sucursal Sur,Coca Cola,2023,11,12847,59094673.08,44982461.09
Sucursal Sur,Fanta,2023,11,1005,903045.66,543079.6
Sucursal Sur,Sprite,2023,11,6071,16614555.42,10774189.73
Sucursal Sur,7 Up,2023,11,3213,5130282.74,3401139.95
Sucursal Sur,Pepsi,2023,11,8499,25716920.85,16244510.99
Sucursal Norte,Coca Cola,2023,12,12604,52402627.03,40556685.34
Sucursal Norte,Fanta,2023,12,1064,1065222.14,818793.25
Sucursal Norte,Sprite,2023,12,6283,15791241.71,12506355.95
Sucursal Norte,7 Up,2023,12,3592,5902136.98,4416658.19
Sucursal Norte,Pepsi,2023,12,8733,25929958.55,20211319.23
Sucursal Centro,Coca Cola,2023,12,14272,65651059.41,42753904.72
Sucursal Centro,Fanta,2023,12,995,964131.81,698514.39
Sucursal Centro,Sprite,2023,12,5805,15139524.8,10664853.88
Sucursal Centro,7 Up,2023,12,3373,4863938.43,3844289.61
Sucursal Centro,Pepsi,2023,12,7614,23539418.76,16966804.27
Sucursal Sur,Coca Cola,2023,12,12308,49397979.86,32727736.6
Sucursal Sur,Fanta,2023,12,1044,915265.16,647853.1
Sucursal Sur,Sprite,2023,12,5485,14337363.69,10590541.94
Sucursal Sur,7 Up,2023,12,3138,4680855.84,3466911.47
Sucursal Sur,Pepsi,2023,12,8305,22575126.03,17119269.6
Sucursal Norte,Coca Cola,2024,1,14060,78974492.31,51503097.22
Sucursal Norte,Fanta,2024,1,767,589215.27,412287.54
Sucursal Norte,Sprite,2024,1,4908,14220787.71,10101215.47
Sucursal Norte,7 Up,2024,1,5559,8569156.77,6656789.33
Sucursal Norte,Pepsi,2024,1,7982,26110085.11,15742656.57
Sucursal Centro,Coca Cola,2024,1,14281,87899004.24,63687758.81
Sucursal Centro,Fanta,2024,1,836,561649.69,446717.17
Sucursal Centro,Sprite,2024,1,5735,15446321.87,11554162.42
Sucursal Centro,7 Up,2024,1,5363,8398291.9,6097742.51
Sucursal Centro,Pepsi,2024,1,7695,26935702.92,21442466.54
Sucursal Sur,Coca Cola,2024,1,15532,91433612.09,61770714.57
Sucursal Sur,Fanta,2024,1,852,615442.03,393264.87
Sucursal Sur,Sprite,2024,1,5109,14315659.14,9039536.72
Sucursal Sur,7 Up,2024,1,5445,8591261.18,5176230.31
Sucursal Sur,Pepsi,2024,1,7940,25543417.49,19880647.99
Sucursal Norte,Coca Cola,2024,2,14683,90336326.69,57910993.05
Sucursal Norte,Fanta,2024,2,884,600699.75,442706.4
Sucursal Norte,Sprite,2024,2,5166,14632425.95,9087562.67
Sucursal Norte,7 Up,2024,2,5333,7561355.74,4650531.4
Sucursal Norte,Pepsi,2024,2,7410,27737676.17,16795464.08
Sucursal Centro,Coca Cola,2024,2,13638,75437309.73,45334559.35
Sucursal Centro,Fanta,2024,2,812,565104.61,442706.17
Sucursal Centro,Sprite,2024,2,5219,13259435.01,10371954.92
Sucursal Centro,7 Up,2024,2,4636,7165834.04,5482577.06
Sucursal Centro,Pepsi,2024,2,8108,31092660.2,24444295.06
Sucursal Sur,Coca Cola,2024,2,13886,72830922.21,49336499.34
Sucursal Sur,Fanta,2024,2,843,578600.75,445583.68
Sucursal Sur,Sprite,2024,2,4880,14738975.59,10498805.73
Sucursal Sur,7 Up,2024,2,4891,8029934.95,5544186.89
Sucursal Sur,Pepsi,2024,2,8317,31936340.09,19912329.29
Sucursal Norte,Coca Cola,2024,3,13621,70671923.95,48687993.08
Sucursal Norte,Fanta,2024,3,855,650955.21,419076.81
Sucursal Norte,Sprite,2024,3,5046,14402291.68,9875944.47
Sucursal Norte,7 Up,2024,3,4725,7032197.78,4708107.34
Sucursal Norte,Pepsi,2024,3,7967,25289869.62,19024803.13
Sucursal Centro,Coca Cola,2024,3,15789,92117372.64,66509967.73
Sucursal Centro,Fanta,2024,3,837,621304.25,492191.71
Sucursal Centro,Sprite,2024,3,4845,14282600.6,8735064.99
Sucursal Centro,7 Up,2024,3,4942,7925838.53,5892052.92
Sucursal Centro,Pepsi,2024,3,8559,28219581.56,20721183.97
Sucursal Sur,Coca Cola,2024,3,15679,92000661.36,73380158.78
Sucursal Sur,Fanta,2024,3,808,569987.63,432912.29
Sucursal Sur,Sprite,2024,3,5540,14911900.86,11560081.8
Sucursal Sur,7 Up,2024,3,5259,7796387.03,4706691.73
Sucursal Sur,Pepsi,2024,3,7631,28052402.38,19939906.9
Sucursal Norte,Coca Cola,2024,4,13767,86448214.47,69000452.88
Sucursal Norte,Fanta,2024,4,781,570247.12,430293.65
Sucursal Norte,Sprite,2024,4,5594,14295281.27,10024535.41
Sucursal Norte,7 Up,2024,4,5339,8068135.49,6277610.47
Sucursal Norte,Pepsi,2024,4,8203,26867527.76,20504553.72
Sucursal Centro,Coca Cola,2024,4,14568,86233277.94,57277528.6
Sucursal Centro,Fanta,2024,4,890,641755.41,408867.01
Sucursal Centro,Sprite,2024,4,5608,16664092.22,11319405.61
Sucursal Centro,7 Up,2024,4,5348,7515863.4,5149435.78
Sucursal Centro,Pepsi,2024,4,7588,26828953.13,21236964.58
Sucursal Sur,Coca Cola,2024,4,14002,80782919.33,50167165.38
Sucursal Sur,Fanta,2024,4,831,654312.51,450800.6
Sucursal Sur,Sprite,2024,4,4999,13795028.54,8277601.83
Sucursal Sur,7 Up,2024,4,4813,7139346.16,4562882.89
Sucursal Sur,Pepsi,2024,4,7385,28360759.68,22202094.09
Sucursal Norte,Coca Cola,2024,5,15486,85800817.88,57909366.66
Sucursal Norte,Fanta,2024,5,755,559451.29,435161.64
Sucursal Norte,Sprite,2024,5,4737,12921901.22,10245531.39
Sucursal Norte,7 Up,2024,5,5248,7891164.05,4988986.64
Sucursal Norte,Pepsi,2024,5,7935,28782499.48,19070900.02
Sucursal Centro,Coca Cola,2024,5,15651,94854734.88,57645838.79
Sucursal Centro,Fanta,2024,5,848,635961.31,454117.59
Sucursal Centro,Sprite,2024,5,4965,14340356.06,8823819.82
Sucursal Centro,7 Up,2024,5,5513,8412203.74,6457451.87
Sucursal Centro,Pepsi,2024,5,8668,33374604.79,25044701.49
Sucursal Sur,Coca Cola,2024,5,14311,79713337.97,59093455.87
Sucursal Sur,Fanta,2024,5,744,549515.71,419744.88
Sucursal Sur,Sprite,2024,5,5415,16390202.71,12521613.74
Sucursal Sur,7 Up,2024,5,5216,8318941.17,5471053.95
Sucursal Sur,Pepsi,2024,5,8247,31189397.59,19795537.43
Sucursal Norte,Coca Cola,2024,6,14284,85692069.45,56695804.2
Sucursal Norte,Fanta,2024,6,754,589175.12,397932.49
Sucursal Norte,Sprite,2024,6,4986,13292367.87,8741335.99
Sucursal Norte,7 Up,2024,6,5168,7772117.95,5189581.6
Sucursal Norte,Pepsi,2024,6,8282,30687617.31,20112990.8
Sucursal Centro,Coca Cola,2024,6,13540,83032170.33,58448673.43
Sucursal Centro,Fanta,2024,6,760,566355.93,447117.19
Sucursal Centro,Sprite,2024,6,4869,14580284.28,11505854.3
Sucursal Centro,7 Up,2024,6,5452,8665239.72,6237311.76
Sucursal Centro,Pepsi,2024,6,8414,32045456.63,25610100.41
Sucursal Sur,Coca Cola,2024,6,14288,83665133.53,59610161.0
Sucursal Sur,Fanta,2024,6,741,499639.17,391235.39
Sucursal Sur,Sprite,2024,6,4759,13332852.57,9635969.11
Sucursal Sur,7 Up,2024,6,4748,6730075.34,5116043.03
Sucursal Sur,Pepsi,2024,6,8033,27723387.12,18895807.68
